yahooId,name,team,position,status,injuryType,gp,bye,fanPts,preSeasonRank,actualRank,percentRostered,rushAtt,targets,receptions,rushYds,recYds,rushTd,recTd,fortyYdRush,fortyYdRec
41120,Devin Culp,TB,TE,,,1,10,0.35,2143,539,0,0,0.2,0.2,0,1.6,0,0,0,0
33932,Sal Cannella,CLE,TE,NA,,0,11,0,2144,893,0,0,0,0,0,0,0,0,0,0
43109,Ademola Faleye,TB,TE,NA,,0,10,0,2145,665,0,0,0,0,0,0,0,0,0,0
42764,Justin Joly,DEN,TE,,,1,10,1.93,2146,356,0,0,1.3,1,0,10.2,0,0.1,0,0
41363,Treyton Welch,NO,TE,,,0,8,0,2147,788,0,0,0,0,0,0,0,0,0,0
42547,Mitch Van Vooren,DAL,TE,,,0,14,0,2148,,0,0,0,0,0,0,0,0,0,0
40978,Jared Wiley,KC,TE,,,0,5,0.46,2149,518,0,0,0.4,0.2,0,2.5,0,0,0,0
42430,Tre Watson,KC,TE,,,0,5,0,2150,998,0,0,0,0,0,0,0,0,0,0
30777,Robert Tonyan,PIT,TE,,,1,9,0.06,2151,647,0,0,0,0,0,0.3,0,0,0,0
33950,Nikola Kalinic,CHI,TE,IR,Knee,0,10,0,2152,899,0,0,0,0,0,0,0,0,0,0
42691,Sam Roush,CHI,TE,,,1,10,1.13,2153,435,0,0,0.7,0.6,0,6.1,0,0,0,0
43088,Eni Falayi,GB,TE,NA,,0,11,0,2154,657,0,0,0,0,0,0,0,0,0,0
43272,Patrick Gurd,LV,TE,,,0,13,0,2155,737,0,0,0,0,0,0,0,0,0,0
40550,E.J. Jenkins,PHI,TE,,,0,10,0,2156,1042,0,0,0,0,0,0,0,0,0,0
42755,Matt Hibner,BAL,TE,,,1,13,1.25,2157,429,0,0,0.9,0.6,0,6.6,0,0,0,0
42266,Bryson Nesbit,MIN,TE,,,0,6,0,2158,946,0,0,0,0,0,0,0,0,0,0
42797,Tanner Koziol,JAX,TE,,,1,7,0.97,2159,457,0,0,0.5,0.5,0,5.3,0,0,0,0
42153,Rivaldo Fairweather,ARI,TE,,,0,14,0,2160,903,0,0,0,0,0,0,0,0,0,0
40643,Travis Vokolek,ARI,TE,NA,,0,14,0,2161,1056,0,0,0,0,0,0,0,0,0,0
42878,Dallen Bentley,DEN,TE,,,0,10,0.12,2162,614,0,0,0.1,0.1,0,0.6,0,0,0,0
